project_id,borough,extremely_low_income_units,very_low_income_units,low_income_units,moderate_income_units,middle_income_units,other_income_units,total_units
68894,Bronx,0,0,44,0,0,0,44
67286,Queens,24,92,114,0,0,1,231
67286,Queens,8,34,43,0,0,0,85
67693,Manhattan,49,8,2,1,0,0,60
67693,Manhattan,36,8,3,4,0,1,52
68188,Manhattan,0,4,47,7,0,1,59
68188,Manhattan,2,2,18,8,0,0,30
68432,Brooklyn,0,25,7,0,0,0,32
68432,Brooklyn,0,46,248,0,0,0,294
68432,Brooklyn,3,50,265,0,0,1,319
68432,Brooklyn,2,42,250,0,0,0,294
68432,Brooklyn,1,33,260,0,0,0,294
68432,Brooklyn,0,32,261,0,0,1,294
69399,Brooklyn,0,0,0,0,3,0,9
66720,Queens,53,163,0,190,0,2,543
69397,Brooklyn,0,0,0,0,3,0,10
69398,Brooklyn,0,0,0,0,3,0,3
69398,Brooklyn,0,0,0,0,3,0,16
69398,Brooklyn,0,0,0,0,3,0,3
69355,Queens,0,0,0,201,0,1,202
69395,Brooklyn,0,0,0,0,3,0,8
69396,Brooklyn,0,0,0,0,3,0,10
69396,Brooklyn,0,0,0,0,3,0,10
51582,Bronx,56,55,96,69,0,1,277
58780,Brooklyn,104,115,55,0,0,1,275
64232,Queens,18,74,80,0,0,1,173
64232,Queens,7,27,46,0,0,0,80
66102,Bronx,1,9,21,0,0,1,32
66970,Queens,66,44,22,89,110,1,443
66970,Queens,104,67,35,138,172,1,689
67367,Queens,23,88,112,0,0,1,224
68080,Bronx,51,40,59,0,0,1,151
69339,Bronx,0,0,1,0,0,0,1
69392,Brooklyn,0,0,0,0,3,0,10
69393,Brooklyn,0,0,0,0,3,0,10
49713,Bronx,57,0,37,0,0,1,95
65563,Manhattan,1,14,2,0,0,0,17
68157,Brooklyn,0,0,0,0,83,0,302
68158,Brooklyn,0,0,76,0,32,0,108
69394,Queens,0,0,0,0,3,0,10
48996,Manhattan,0,0,10,0,0,0,10
48996,Manhattan,0,0,0,0,11,0,11
65306,Brooklyn,9,12,57,0,0,0,78
65306,Brooklyn,1,64,30,0,0,0,96
67130,Bronx,148,0,96,0,0,1,245
68210,Bronx,90,29,28,0,0,1,148
69184,Brooklyn,9,80,84,0,0,0,174
69338,Brooklyn,0,0,1,0,0,0,1
69391,Bronx,0,0,0,0,3,0,8
65582,Bronx,12,12,28,0,0,1,53
68542,Bronx,6,126,0,0,0,1,133
68267,Brooklyn,80,1,0,0,0,0,81
69390,Queens,0,0,0,0,12,0,39
69389,Brooklyn,0,0,0,0,11,0,35
68526,Brooklyn,29,3,1,2,0,0,35
68526,Brooklyn,12,2,1,0,0,0,15
68526,Brooklyn,10,0,2,1,0,0,13
68526,Brooklyn,7,3,2,0,0,1,13
69336,Staten Island,0,0,1,0,0,0,1
69337,Queens,0,0,1,0,0,0,1
69388,Brooklyn,0,0,0,0,6,0,18
69419,Brooklyn,0,0,0,0,9,0,28
69334,Bronx,0,0,1,0,0,0,1
69335,Manhattan,0,1,0,0,0,0,1
69387,Brooklyn,0,0,0,0,2,0,6
62057,Brooklyn,0,0,0,6,0,0,6
62057,Brooklyn,0,0,0,7,0,0,7
62057,Brooklyn,0,0,0,5,0,0,5
68079,Manhattan,0,7,8,0,0,0,78
69386,Brooklyn,0,0,0,0,3,0,9
69385,Brooklyn,0,0,0,0,3,0,10
61840,Manhattan,0,0,0,9,0,0,9
61840,Manhattan,0,0,0,4,0,0,4
61840,Manhattan,0,0,0,3,0,0,3
61840,Manhattan,0,0,0,3,0,0,3
61840,Manhattan,0,0,0,4,0,0,4
61840,Manhattan,0,0,0,3,0,0,3
61840,Manhattan,0,0,0,29,0,0,29
69384,Brooklyn,0,0,0,0,8,0,26
68810,Manhattan,24,19,3,0,0,1,47
69383,Brooklyn,0,0,0,0,5,0,14
69382,Brooklyn,0,0,0,0,7,0,23
63968,Manhattan,9,4,13,10,0,1,37
69309,Manhattan,0,0,1,0,0,0,1
69310,Queens,0,0,1,0,0,0,1
69380,Queens,0,0,0,0,3,0,10
69381,Brooklyn,0,0,0,0,141,0,467
60963,Brooklyn,75,0,0,0,0,1,76
60963,Brooklyn,8,0,0,0,0,0,8
68268,Brooklyn,85,1,0,0,0,1,87
69295,Brooklyn,0,0,0,2,0,0,2
69378,Manhattan,0,0,0,0,32,0,104
69379,Brooklyn,0,0,0,0,10,0,31
67960,Bronx,0,1,3,0,0,0,4
69375,Brooklyn,0,0,0,0,3,0,10
69377,Brooklyn,0,0,0,0,8,0,24
69373,Bronx,0,0,6,0,12,0,56
69374,Manhattan,0,12,12,0,6,0,113
69308,Staten Island,0,1,0,0,0,0,1
69372,Brooklyn,0,0,0,0,9,0,28
67540,Brooklyn,0,6,0,0,0,0,32
69371,Brooklyn,0,0,0,0,2,0,6
69369,Brooklyn,0,0,0,0,3,0,8
69370,Queens,0,0,0,0,10,0,31
67632,Bronx,1,46,8,0,0,1,56
67632,Bronx,8,45,5,0,0,1,59
68433,Manhattan,50,133,10,0,0,1,194
69307,Brooklyn,0,1,0,0,0,0,1
69367,Queens,0,0,0,0,3,0,7
69368,Brooklyn,0,0,0,0,3,0,10
69366,Brooklyn,0,0,2,0,0,0,5
69364,Brooklyn,0,0,0,0,4,0,13
69365,Brooklyn,0,0,0,0,2,0,6
69270,Brooklyn,0,0,0,1,0,0,1
69362,Brooklyn,0,0,0,0,6,0,17
69363,Brooklyn,0,0,0,0,8,0,25
69356,Bronx,0,0,0,0,4,0,12
67788,Bronx,65,0,41,0,0,1,107
69354,Brooklyn,0,0,0,0,3,0,8
69306,Bronx,0,0,1,0,0,0,1
67494,Staten Island,31,0,16,0,0,1,48
69234,Queens,0,1,0,0,0,0,1
69235,Queens,0,0,1,0,0,0,1
69353,Queens,0,0,0,0,5,0,15
69118,Manhattan,0,0,93,39,0,0,132
69118,Manhattan,0,0,121,29,0,0,150
69118,Manhattan,0,0,89,50,0,0,139
69118,Manhattan,0,0,86,48,0,0,134
69118,Manhattan,0,0,85,23,0,0,108
69118,Manhattan,0,0,86,48,0,0,134
69118,Manhattan,0,0,91,49,0,0,140
69118,Manhattan,0,0,121,29,0,0,150
69118,Manhattan,0,0,98,25,0,0,123
69118,Manhattan,0,0,94,12,0,0,106
69118,Manhattan,0,0,119,18,0,0,137
69118,Manhattan,0,0,76,61,0,0,137
65360,Manhattan,0,6,12,0,0,0,18
64768,Manhattan,0,0,2,27,43,25,360
64768,Manhattan,0,0,0,22,36,19,360
64768,Manhattan,0,0,0,0,5,4,20
64768,Manhattan,0,0,0,28,39,31,365
64768,Manhattan,0,0,0,27,17,4,366
69210,Brooklyn,0,1,0,0,0,0,1
69351,Queens,0,0,0,2,0,0,6
69352,Brooklyn,0,0,0,0,9,0,28
69238,Queens,0,0,1,0,0,0,1
69349,Bronx,0,0,0,0,3,0,3
69349,Bronx,0,0,0,0,3,0,17
69350,Brooklyn,0,0,0,0,3,0,8
68660,Manhattan,0,0,3,177,22,0,306
68660,Manhattan,0,0,1,104,5,1,147
68660,Manhattan,0,0,1,177,20,1,308
68661,Manhattan,0,0,0,36,147,1,272
68661,Manhattan,0,0,0,27,176,1,272
68661,Manhattan,0,0,1,2,13,0,56
68662,Manhattan,0,0,0,43,0,1,64
68662,Manhattan,0,0,0,228,1,1,341
69348,Queens,0,0,0,0,13,0,42
48143,Manhattan,0,6,10,0,0,0,16
48143,Manhattan,0,7,6,0,0,0,13
48143,Manhattan,0,11,1,0,0,1,13
48143,Manhattan,0,11,5,0,0,0,16
69237,Manhattan,0,0,1,0,0,0,1
69346,Bronx,0,0,0,0,5,0,16
69347,Brooklyn,0,0,0,0,3,0,18
69347,Brooklyn,0,0,0,0,3,0,3
69347,Brooklyn,0,0,0,0,3,0,3
64745,Manhattan,8,7,14,15,0,1,45
69344,Brooklyn,0,0,0,0,17,0,55
69345,Brooklyn,0,0,0,0,3,0,7
67890,Manhattan,82,18,6,0,0,0,106
67890,Manhattan,84,14,7,2,0,1,108
68229,Brooklyn,0,4,7,0,0,0,41
69342,Bronx,0,0,0,0,9,0,27
69343,Brooklyn,0,0,0,0,1,0,1
69343,Brooklyn,0,0,0,0,4,0,11
69129,Brooklyn,0,2,0,0,0,0,2
68382,Bronx,0,17,17,6,0,0,164
69341,Brooklyn,0,0,0,0,3,0,8
66099,Queens,0,0,2,0,0,0,14
69096,Brooklyn,0,0,0,0,3,0,7
69097,Bronx,0,0,12,0,24,0,120
69109,Queens,0,0,1,0,0,0,1
69124,Queens,0,0,1,0,0,0,1
69126,Bronx,0,0,1,0,0,0,1
69123,Brooklyn,0,0,1,0,0,0,1
69177,Queens,0,0,94,0,278,0,374
69120,Queens,0,0,1,0,0,0,1
66137,Manhattan,27,10,2,1,0,1,41
69113,Bronx,0,0,1,0,0,0,1
69094,Brooklyn,0,0,0,0,3,0,8
69095,Brooklyn,0,0,0,0,3,0,8
69014,Brooklyn,0,0,2,0,0,0,2
68958,Queens,1,0,0,0,0,0,1
69092,Brooklyn,0,0,0,0,3,0,9
69093,Bronx,0,0,0,0,2,0,6
67438,Bronx,0,6,6,0,0,0,12
67438,Bronx,0,6,9,0,0,1,16
67438,Bronx,2,3,3,0,0,1,9
67438,Bronx,0,2,5,0,0,0,7
67438,Bronx,9,14,5,1,0,1,30
67438,Bronx,0,5,11,0,0,0,16
69089,Manhattan,0,0,0,0,6,0,20
69091,Bronx,0,0,0,0,3,0,10
69122,Queens,0,0,1,0,0,0,1
69088,Brooklyn,0,0,0,0,6,0,20
67504,Manhattan,40,10,2,0,0,2,54
67575,Bronx,0,2,40,0,0,1,43
68920,Brooklyn,0,0,1,0,0,0,1
69086,Manhattan,0,0,0,0,3,0,8
69087,Brooklyn,0,0,5,0,0,0,24
69084,Brooklyn,0,0,0,0,3,0,8
69085,Brooklyn,0,0,0,0,3,0,8
68934,Brooklyn,0,0,0,4,0,0,4
69082,Brooklyn,0,0,0,0,3,0,8
69083,Manhattan,0,0,3,0,6,0,29
69081,Queens,0,0,0,0,3,0,10
68932,Brooklyn,0,3,0,0,0,0,3
69079,Brooklyn,0,0,0,0,3,0,10
69080,Brooklyn,0,0,0,0,3,0,10
67572,Bronx,0,18,33,0,0,1,52
68918,Staten Island,0,0,1,0,0,0,1
69077,Brooklyn,0,0,1,0,0,0,9
69077,Brooklyn,0,0,1,0,0,0,1
69078,Bronx,0,0,0,0,3,0,8
69075,Brooklyn,0,0,0,0,3,0,10
69076,Brooklyn,0,0,0,0,16,0,53
64829,Bronx,79,0,0,0,0,1,80
69074,Brooklyn,0,0,0,0,3,0,7
69073,Queens,0,0,0,0,6,0,17
69071,Brooklyn,0,0,0,0,3,0,8
69072,Brooklyn,0,0,0,0,3,0,10
68906,Bronx,0,2,0,0,0,0,2
68917,Bronx,0,0,1,0,0,0,1
69070,Brooklyn,0,0,0,0,6,0,18
69069,Brooklyn,0,0,3,0,0,0,15
68914,Queens,0,1,0,0,0,0,1
69068,Brooklyn,0,0,0,0,1,0,1
69068,Brooklyn,0,0,0,0,4,0,15
69067,Queens,0,0,0,0,9,0,27
68837,Brooklyn,2,0,0,0,0,0,2
68850,Brooklyn,0,0,1,0,0,0,1
69065,Manhattan,0,0,0,0,4,0,12
69066,Queens,0,0,0,0,9,0,27
68172,Bronx,0,55,24,0,0,0,80
69064,Brooklyn,0,0,0,0,3,0,7
69062,Brooklyn,0,0,0,0,3,0,8
69063,Brooklyn,0,0,0,0,3,0,8
67522,Bronx,66,21,20,0,0,1,108
69061,Queens,0,0,0,0,3,0,10
68849,Queens,0,0,1,0,0,0,1
69060,Queens,0,0,0,2,0,0,6
67891,Manhattan,15,2,3,3,0,1,24
67891,Manhattan,29,9,3,0,0,1,42
67891,Manhattan,7,0,1,1,0,0,9
67891,Manhattan,2,1,1,0,0,0,4
67891,Manhattan,14,5,3,2,0,0,24
67891,Manhattan,14,9,3,2,0,1,29
67891,Manhattan,15,4,0,0,1,1,21
67891,Manhattan,23,5,0,3,0,0,31
67891,Manhattan,31,7,4,1,1,1,45
68824,Staten Island,0,0,1,0,0,0,1
68844,Queens,0,0,1,0,0,0,1
69058,Brooklyn,0,0,0,0,3,0,7
69059,Brooklyn,0,0,0,0,3,0,8
69056,Manhattan,0,0,0,0,3,0,8
69057,Brooklyn,0,0,0,0,3,0,10
69054,Brooklyn,0,0,0,0,2,0,6
69055,Brooklyn,0,0,0,0,2,0,6
69053,Brooklyn,0,0,0,0,7,0,21
69051,Brooklyn,0,0,0,0,3,0,8
69052,Brooklyn,0,0,0,0,8,0,25
69050,Manhattan,0,0,0,0,18,0,58
68843,Bronx,0,0,1,0,0,0,1
69049,Bronx,0,0,0,0,4,0,12
69047,Queens,0,0,0,0,4,0,13
69048,Brooklyn,0,0,0,0,3,0,7
61587,Manhattan,0,0,0,20,0,0,20
69045,Brooklyn,0,0,0,0,10,0,31
69046,Brooklyn,0,0,0,0,8,0,25
61875,Manhattan,74,352,0,0,0,0,426
61875,Manhattan,66,310,0,0,0,0,376
61875,Manhattan,68,327,0,0,0,1,396
61875,Manhattan,69,326,0,0,0,1,396
62299,Queens,75,0,124,0,0,1,200
65349,Bronx,0,3,12,0,0,0,15
65349,Bronx,0,10,5,0,0,1,16
65378,Manhattan,0,13,2,0,0,0,15
65378,Manhattan,4,6,3,0,0,0,13
65378,Manhattan,3,11,2,0,0,0,16
65378,Manhattan,1,8,1,0,0,0,10
65378,Manhattan,6,2,1,0,0,0,9
65378,Manhattan,3,10,3,0,0,0,16
65378,Manhattan,0,14,5,0,0,1,20
65378,Manhattan,1,7,2,0,0,0,10
65378,Manhattan,0,9,1,0,0,0,10
65378,Manhattan,1,9,0,0,0,0,10
65378,Manhattan,1,7,2,0,0,0,10
65378,Manhattan,5,4,1,0,0,0,10
65378,Manhattan,0,9,1,0,0,0,10
65378,Manhattan,0,8,2,0,0,0,10
65378,Manhattan,0,9,0,0,0,1,10
65378,Manhattan,2,16,0,0,0,0,18
66563,Manhattan,0,2,9,7,0,0,18
67129,Queens,50,19,0,0,0,1,70
67287,Queens,63,0,0,0,0,0,63
67398,Bronx,10,3,31,0,0,1,45
67576,Bronx,0,9,39,0,0,1,49
67619,Bronx,1,6,13,0,0,1,21
67619,Bronx,0,6,15,0,0,0,21
67699,Queens,0,6,3,15,0,0,24
67699,Queens,0,5,10,9,0,0,24
67699,Queens,0,3,2,18,0,1,24
67705,Brooklyn,0,28,0,0,0,1,29
67705,Brooklyn,1,20,3,0,0,0,24
67705,Brooklyn,4,14,0,0,0,0,18
68076,Manhattan,0,0,3,0,12,1,43
68177,Manhattan,239,6,2,3,27,1,278
68189,Manhattan,157,8,2,0,0,1,168
68663,Brooklyn,0,0,0,0,11,0,35
68664,Brooklyn,0,0,0,0,7,0,21
68692,Queens,0,0,0,3,0,0,3
68697,Brooklyn,0,0,0,2,0,0,2
68701,Queens,0,0,2,0,0,0,2
68702,Bronx,0,2,0,0,0,0,2
68705,Queens,0,0,2,0,0,0,2
68707,Queens,0,0,0,1,0,0,1
68713,Brooklyn,0,0,3,0,0,0,3
63151,Bronx,36,36,110,0,0,1,183
64027,Manhattan,83,54,86,52,0,1,276
64027,Manhattan,25,18,22,20,0,0,85
64406,Bronx,62,51,136,0,0,1,250
65392,Manhattan,174,23,10,1,0,0,208
65392,Manhattan,69,14,7,1,1,0,92
65392,Manhattan,157,30,15,4,1,1,208
65392,Manhattan,120,24,3,1,0,0,148
66644,Brooklyn,30,24,64,0,0,0,118
66670,Brooklyn,0,3,2,0,0,0,5
66670,Brooklyn,0,9,6,0,0,1,16
66670,Brooklyn,1,10,5,0,0,0,16
66670,Brooklyn,1,5,3,0,0,0,9
66670,Brooklyn,0,4,2,0,0,0,6
66670,Brooklyn,2,2,0,0,0,0,4
66670,Brooklyn,0,2,4,0,0,0,6
66670,Brooklyn,0,2,2,0,0,0,4
66670,Brooklyn,0,3,1,0,0,0,4
66670,Brooklyn,1,5,0,0,0,0,6
66670,Brooklyn,2,4,0,0,0,1,7
66670,Brooklyn,2,1,1,0,0,0,4
66670,Brooklyn,1,3,0,0,0,0,4
66670,Brooklyn,1,3,0,0,0,0,4
66670,Brooklyn,0,19,16,0,0,1,36
66670,Brooklyn,1,3,4,0,0,0,8
66670,Brooklyn,5,4,5,1,0,0,15
66670,Brooklyn,0,9,0,0,0,0,9
66670,Brooklyn,2,0,1,0,0,0,3
66670,Brooklyn,1,4,1,0,0,0,6
66670,Brooklyn,0,3,1,0,0,0,4
66670,Brooklyn,1,1,1,0,0,0,3
66670,Brooklyn,0,4,0,0,0,0,4
66670,Brooklyn,0,2,1,0,0,0,3
66670,Brooklyn,1,3,0,0,0,0,4
66670,Brooklyn,0,4,7,0,0,0,11
66670,Brooklyn,2,1,4,1,0,0,8
66670,Brooklyn,0,2,1,0,0,0,3
66670,Brooklyn,0,2,2,0,0,0,4
66670,Brooklyn,0,7,7,0,0,1,15
66670,Brooklyn,1,1,2,0,0,0,4
66670,Brooklyn,0,5,1,0,0,0,6
66670,Brooklyn,3,2,1,0,0,0,6
66670,Brooklyn,1,3,1,0,0,1,6
66670,Brooklyn,0,3,0,0,0,0,3
66670,Brooklyn,1,3,0,0,0,0,4
66670,Brooklyn,0,4,0,0,0,0,4
66670,Brooklyn,1,1,1,1,0,0,4
66670,Brooklyn,0,6,3,0,0,0,9
66670,Brooklyn,0,5,1,0,0,0,6
66670,Brooklyn,0,1,7,0,0,0,8
66670,Brooklyn,1,2,1,0,0,0,4
66670,Brooklyn,1,13,5,0,0,1,20
66670,Brooklyn,0,2,2,0,0,0,4
66670,Brooklyn,1,2,0,0,0,0,3
66670,Brooklyn,0,7,1,0,0,0,8
66670,Brooklyn,0,4,4,0,0,0,8
66670,Brooklyn,0,2,1,0,0,0,3
66670,Brooklyn,0,2,2,0,0,0,4
66670,Brooklyn,0,9,3,0,0,0,12
66670,Brooklyn,1,4,1,0,0,0,6
66670,Brooklyn,1,9,2,0,0,0,12
66670,Brooklyn,0,8,3,0,0,1,12
66670,Brooklyn,1,5,2,0,0,0,8
66670,Brooklyn,0,6,1,0,0,0,7
66670,Brooklyn,0,3,5,0,0,0,8
66670,Brooklyn,0,3,0,0,0,0,3
66670,Brooklyn,3,3,0,0,0,0,6
66670,Brooklyn,3,2,1,0,0,0,6
66670,Brooklyn,0,0,3,0,0,0,3
66670,Brooklyn,0,2,1,0,0,0,3
66670,Brooklyn,1,2,0,0,0,0,3
66670,Brooklyn,0,3,0,0,0,1,4
66670,Brooklyn,1,5,1,0,0,1,8
66670,Brooklyn,1,2,0,0,0,0,3
66670,Brooklyn,1,4,1,0,0,0,6
66670,Brooklyn,1,4,1,0,0,0,6
66670,Brooklyn,1,1,1,0,0,1,4
66670,Brooklyn,3,2,1,0,0,0,6
66670,Brooklyn,3,4,1,0,0,0,8
66670,Brooklyn,0,4,1,0,0,0,5
66670,Brooklyn,3,0,0,0,0,0,3
66670,Brooklyn,0,5,1,0,0,1,7
66670,Brooklyn,0,2,1,0,0,0,3
66670,Brooklyn,1,2,2,0,0,0,5
66670,Brooklyn,0,5,2,1,0,0,8
66670,Brooklyn,1,2,1,0,0,0,4
66670,Brooklyn,1,2,1,0,0,0,4
66670,Brooklyn,3,3,0,0,0,0,6
67459,Bronx,9,10,2,0,0,0,21
67459,Bronx,9,10,1,0,0,1,21
67523,Bronx,105,0,69,0,0,1,175
67636,Manhattan,0,68,123,6,0,1,198
68657,Brooklyn,0,0,0,0,3,0,7
68658,Brooklyn,0,0,0,0,2,0,18
68658,Brooklyn,0,0,0,0,3,0,3
68658,Brooklyn,0,0,0,0,2,0,2
68711,Brooklyn,0,0,0,2,0,0,2
63777,Queens,19,37,37,90,0,0,183
63777,Queens,14,29,28,72,0,1,144
63777,Queens,11,23,23,58,0,0,115
67154,Bronx,8,4,17,0,0,1,30
67805,Bronx,0,0,87,14,0,1,102
68698,Staten Island,0,0,0,1,0,0,1
68700,Staten Island,0,1,0,0,0,0,1
68709,Brooklyn,0,0,0,2,0,0,2
61678,Bronx,67,34,76,0,0,1,178
68211,Queens,0,81,81,0,0,0,163
68347,Bronx,0,20,291,88,0,1,400
68649,Bronx,0,0,0,0,10,0,31
68650,Brooklyn,0,0,0,0,3,0,7
68694,Staten Island,0,0,1,0,0,0,1
68703,Queens,0,0,1,0,0,0,1
68718,Staten Island,0,0,0,1,0,0,1
54577,Brooklyn,0,0,10,5,0,0,50
65320,Bronx,151,0,0,0,0,1,152
67458,Brooklyn,2,3,1,0,0,0,6
67458,Brooklyn,4,6,2,0,0,0,12
59104,Bronx,1,107,0,0,0,1,109
60824,Bronx,37,24,0,0,0,1,62
66565,Brooklyn,0,2,0,0,0,0,2
66565,Brooklyn,1,5,2,0,0,1,9
66565,Brooklyn,0,3,3,0,0,0,6
66565,Brooklyn,0,2,3,1,0,0,6
66565,Brooklyn,0,0,6,0,0,0,6
66565,Brooklyn,1,4,1,0,0,0,6
66565,Brooklyn,1,3,5,1,0,0,10
68641,Bronx,0,0,0,2,0,0,6
68714,Staten Island,0,0,1,0,0,0,1
61641,Brooklyn,0,11,11,0,0,1,23
61641,Brooklyn,1,10,12,0,0,0,23
61641,Brooklyn,1,11,4,0,0,0,16
61641,Brooklyn,3,9,2,0,0,0,14
61641,Brooklyn,4,8,1,0,0,1,14
61641,Brooklyn,3,10,1,0,0,0,14
61641,Brooklyn,6,5,1,0,0,0,12
61641,Brooklyn,0,5,8,0,0,1,14
61641,Brooklyn,2,12,2,0,0,0,16
67462,Manhattan,25,4,0,0,0,0,29
67483,Bronx,0,0,2,1,0,0,3
67483,Bronx,0,0,2,0,0,0,2
67483,Bronx,0,0,8,0,0,0,8
67483,Bronx,0,0,8,0,0,0,8
67483,Bronx,0,0,7,1,0,0,8
67483,Bronx,0,0,3,0,0,0,3
67483,Bronx,0,0,3,0,0,0,3
67483,Bronx,0,0,3,0,0,0,3
67483,Bronx,0,0,10,0,0,0,10
67483,Bronx,0,0,3,0,0,0,3
67483,Bronx,0,0,3,0,0,0,3
67483,Bronx,0,0,3,0,0,0,3
67483,Bronx,0,0,3,0,0,0,3
67483,Bronx,0,0,7,1,0,0,8
67483,Bronx,0,0,7,1,0,0,8
67483,Bronx,0,0,7,1,0,0,8
67483,Bronx,0,0,3,0,0,0,3
67483,Bronx,0,0,1,2,0,0,3
67483,Bronx,0,0,3,0,0,0,3
67483,Bronx,0,0,3,0,0,0,3
67483,Bronx,0,0,7,1,0,0,8
67483,Bronx,0,0,3,0,0,0,3
67483,Bronx,0,0,2,1,0,0,3
67483,Bronx,0,0,3,0,0,0,3
67483,Bronx,0,0,2,1,0,0,3
67483,Bronx,0,0,2,1,0,0,3
67483,Bronx,0,0,3,0,0,0,3
67483,Bronx,0,0,3,0,0,0,3
67483,Bronx,0,0,2,1,0,0,3
67483,Bronx,0,0,2,1,0,0,3
67483,Bronx,0,0,3,0,0,0,3
67483,Bronx,0,0,3,0,0,0,3
67483,Bronx,0,0,3,0,0,0,3
67483,Bronx,0,0,3,0,0,0,3
67483,Bronx,0,0,1,1,0,0,2
67483,Bronx,0,0,2,0,0,0,2
67483,Bronx,0,0,3,0,0,0,3
67483,Bronx,0,0,3,0,0,0,3
67483,Bronx,0,0,2,0,0,0,2
67483,Bronx,0,0,1,1,0,0,2
67484,Bronx,0,0,0,2,0,0,2
67484,Bronx,0,0,1,2,0,0,3
67484,Bronx,0,0,2,1,0,0,3
67484,Bronx,0,0,2,1,0,0,3
67484,Bronx,0,0,2,1,0,0,3
67484,Bronx,0,0,3,0,0,0,3
67484,Bronx,0,0,3,0,0,0,3
67484,Bronx,0,0,3,0,0,0,3
67484,Bronx,0,0,3,0,0,0,3
67484,Bronx,0,0,8,0,0,0,8
67484,Bronx,0,0,3,0,0,0,3
67484,Bronx,0,0,3,0,0,0,3
67484,Bronx,0,0,3,0,0,0,3
67484,Bronx,0,0,1,2,0,0,3
67484,Bronx,0,0,8,0,0,0,8
67484,Bronx,0,0,3,0,0,0,3
67484,Bronx,0,0,8,0,0,0,8
67484,Bronx,0,0,8,0,0,0,8
67484,Bronx,0,0,7,1,0,0,8
67484,Bronx,0,0,3,0,0,0,3
67484,Bronx,0,0,3,0,0,0,3
67484,Bronx,0,0,2,1,0,0,3
67484,Bronx,0,0,3,0,0,0,3
67484,Bronx,0,0,3,0,0,0,3
67484,Bronx,0,0,2,1,0,0,3
67484,Bronx,0,0,3,0,0,0,3
67484,Bronx,0,0,3,0,0,0,3
67484,Bronx,0,0,3,0,0,0,3
67484,Bronx,0,0,2,1,0,0,3
67484,Bronx,0,0,3,0,0,0,3
67487,Bronx,0,0,3,0,0,0,3
67487,Bronx,0,0,2,1,0,0,3
67487,Bronx,0,0,9,0,0,0,9
67487,Bronx,0,0,8,1,0,0,9
67487,Bronx,0,0,9,0,0,0,9
67487,Bronx,0,0,9,0,0,0,9
67487,Bronx,0,0,3,0,0,0,3
67487,Bronx,0,0,2,1,0,0,3
67487,Bronx,0,0,3,0,0,0,3
67487,Bronx,0,0,3,0,0,0,3
67487,Bronx,0,0,10,0,0,0,10
67487,Bronx,0,0,10,0,0,0,10
67487,Bronx,0,0,8,0,0,0,8
67487,Bronx,0,0,8,0,0,0,8
67618,Bronx,0,0,3,0,0,0,3
67618,Bronx,0,0,2,0,0,0,2
67618,Bronx,0,0,3,0,0,0,3
67618,Bronx,0,0,3,0,0,0,3
67618,Bronx,0,0,3,0,0,0,3
67618,Bronx,0,0,3,0,0,0,3
67618,Bronx,0,0,8,0,0,0,8
67618,Bronx,0,0,7,1,0,0,8
67618,Bronx,0,0,2,0,0,0,2
67618,Bronx,0,0,2,0,0,0,2
67618,Bronx,0,0,3,0,0,0,3
67618,Bronx,0,0,3,0,0,0,3
68651,Brooklyn,0,0,1,0,0,0,1
68696,Staten Island,0,0,1,0,0,0,1
67752,Bronx,0,10,0,0,0,0,10
67752,Bronx,0,15,0,0,0,0,15
67752,Bronx,0,16,0,0,0,0,16
68640,Brooklyn,0,0,0,0,8,0,25
68654,Staten Island,0,0,1,0,0,0,1
68679,Staten Island,0,0,0,1,0,0,1
68715,Queens,0,0,0,1,0,0,1
68717,Queens,0,0,2,0,0,0,2
68638,Queens,0,0,0,0,6,0,18
68639,Brooklyn,0,0,0,0,3,0,10
65275,Bronx,0,43,4,0,0,1,48
68635,Brooklyn,0,0,0,0,3,0,10
68637,Brooklyn,0,0,0,0,3,0,8
68653,Bronx,0,0,1,0,0,0,1
67685,Manhattan,0,94,94,46,0,0,931
68633,Brooklyn,0,0,2,0,0,0,7
68634,Bronx,0,0,0,0,6,0,17
68688,Queens,0,1,0,0,0,0,1
68719,Brooklyn,0,0,2,0,0,0,2
63252,Manhattan,4,2,0,0,0,0,6
68107,Manhattan,0,3,8,7,5,1,24
68107,Manhattan,0,2,2,9,3,0,16
68107,Manhattan,0,3,0,6,0,0,9
68107,Manhattan,0,5,1,1,2,0,9
68107,Manhattan,0,2,1,4,3,0,10
68107,Manhattan,0,3,2,3,1,0,9
68107,Manhattan,0,4,0,3,1,0,8
68107,Manhattan,0,0,4,4,1,0,9
68107,Manhattan,0,4,0,3,2,0,9
68107,Manhattan,0,5,0,1,2,0,8
68107,Manhattan,0,1,1,5,3,0,10
68107,Manhattan,0,1,1,8,0,0,10
68107,Manhattan,0,3,2,8,3,0,16
68107,Manhattan,2,1,0,5,2,0,10
68107,Manhattan,5,0,0,6,11,1,23
68107,Manhattan,0,9,5,7,0,1,22
68107,Manhattan,0,4,3,13,2,0,22
68269,Manhattan,2,12,22,8,4,1,49
68269,Manhattan,1,10,32,7,5,1,56
68269,Manhattan,1,19,19,4,0,1,44
68269,Manhattan,3,11,17,4,3,1,39
68269,Manhattan,4,16,17,13,4,1,55
68269,Manhattan,2,17,10,8,1,0,38
68269,Manhattan,1,19,12,5,1,0,38
