project_id,borough,extremely_low_income_units,very_low_income_units,low_income_units,moderate_income_units,middle_income_units,other_income_units,total_units
65227,Bronx,5,3,8,0,0,0,16
65227,Bronx,28,11,33,1,0,0,73
65227,Bronx,4,5,7,0,0,0,16
65227,Bronx,27,2,20,0,0,0,49
65227,Bronx,16,4,19,1,0,0,40
65227,Bronx,37,10,31,3,0,0,81
65227,Bronx,17,2,16,0,0,0,35
65227,Bronx,16,1,11,1,0,0,29
65227,Bronx,17,2,15,0,0,0,34
65227,Bronx,21,6,15,2,0,0,44
65227,Bronx,23,8,18,0,0,0,49
65227,Bronx,29,19,17,1,0,0,66
65227,Bronx,8,8,13,0,0,0,29
65227,Bronx,15,2,12,0,0,0,29
65227,Bronx,18,8,15,2,0,0,43
65227,Bronx,23,6,11,0,0,0,40
65227,Bronx,17,6,5,1,0,0,29
65227,Bronx,17,10,13,2,0,0,42
65227,Bronx,10,6,4,0,0,0,20
65227,Bronx,23,11,17,2,0,0,53
65227,Bronx,16,5,8,2,0,0,31
65227,Bronx,18,7,14,2,0,0,41
65227,Bronx,20,0,9,1,0,0,30
65227,Bronx,19,3,10,0,0,0,32
65227,Bronx,21,3,11,3,0,0,38
65227,Bronx,13,5,4,2,0,0,24
65227,Bronx,31,3,23,2,0,0,59
65227,Bronx,11,4,4,0,0,0,19
65227,Bronx,7,2,8,0,0,0,17
65227,Bronx,8,3,8,1,0,0,20
65227,Bronx,6,6,3,0,0,0,15
65227,Bronx,12,6,13,0,0,0,31
65227,Bronx,19,3,14,0,0,0,36
65772,Brooklyn,0,12,0,0,0,0,79
65773,Brooklyn,0,6,0,0,0,0,32
61837,Manhattan,0,0,0,25,0,0,25
61837,Manhattan,0,0,0,25,0,0,25
61837,Manhattan,0,0,0,24,0,0,24
61837,Manhattan,0,0,0,20,0,0,20
63880,Bronx,46,40,74,0,0,1,161
64252,Brooklyn,48,48,138,0,0,1,235
66556,Brooklyn,67,8,1,0,0,1,77
66810,Brooklyn,42,8,4,0,0,1,55
67304,Queens,0,0,2,0,0,0,8
67364,Brooklyn,0,0,0,1,0,0,1
58623,Bronx,12,12,67,22,0,1,114
61612,Brooklyn,40,40,116,0,0,1,197
63172,Brooklyn,8,21,23,50,0,1,103
63751,Bronx,16,15,97,23,0,1,152
67231,Manhattan,24,0,16,0,0,0,40
67278,Queens,0,0,1,0,0,0,1
67279,Brooklyn,0,0,0,1,0,0,1
67305,Brooklyn,0,0,2,0,0,0,10
62210,Queens,5,66,0,0,0,1,72
62210,Queens,56,16,0,0,0,0,72
62210,Queens,4,68,0,0,0,0,72
64436,Bronx,23,32,67,0,0,1,123
64436,Bronx,15,18,35,0,0,0,68
64436,Bronx,28,31,75,0,0,1,135
67306,Brooklyn,0,0,2,0,0,0,7
67348,Queens,0,0,0,1,0,0,1
67415,Brooklyn,0,0,2,0,0,0,2
48885,Manhattan,0,118,0,0,0,0,118
48885,Manhattan,0,114,0,0,0,0,114
48885,Manhattan,0,116,0,0,0,0,116
48885,Manhattan,1,113,4,0,0,0,118
48885,Manhattan,1,116,1,0,0,0,118
48885,Manhattan,0,117,1,0,0,0,118
48885,Manhattan,0,115,3,0,0,0,118
48885,Manhattan,0,115,0,0,0,0,115
48885,Manhattan,0,118,0,0,0,0,118
48885,Manhattan,0,117,1,0,0,0,118
48885,Manhattan,0,116,0,0,0,0,116
48885,Manhattan,0,116,2,0,0,0,118
48885,Manhattan,0,114,0,0,0,0,114
48885,Manhattan,0,115,0,0,0,0,115
64793,Queens,0,0,18,0,0,0,90
64796,Manhattan,0,281,10,0,0,0,291
66564,Bronx,2,3,42,12,0,1,60
67370,Queens,0,0,2,0,0,0,2
58555,Brooklyn,0,0,0,2,0,0,2
58555,Brooklyn,0,0,0,3,0,0,3
58555,Brooklyn,0,0,0,3,0,0,3
58555,Brooklyn,0,0,0,3,0,0,3
58555,Brooklyn,0,0,0,3,0,0,3
58555,Brooklyn,0,0,0,3,0,0,3
58555,Brooklyn,0,0,0,3,0,0,3
58555,Brooklyn,0,0,0,3,0,0,3
58555,Brooklyn,0,0,0,3,0,0,3
58555,Brooklyn,0,0,0,3,0,0,3
58555,Brooklyn,0,0,0,3,0,0,3
58555,Brooklyn,0,0,0,3,0,0,3
58555,Brooklyn,0,0,0,3,0,0,3
58555,Brooklyn,0,0,0,3,0,0,3
58555,Brooklyn,0,0,0,3,0,0,3
58555,Brooklyn,0,0,0,3,0,0,3
58555,Brooklyn,0,0,0,3,0,0,3
60248,Brooklyn,6,10,4,0,0,0,20
64186,Brooklyn,0,0,20,0,0,0,20
67271,Queens,0,1,0,0,0,0,1
67307,Manhattan,0,0,0,0,6,0,20
60041,Manhattan,3,0,0,5,0,0,8
63036,Brooklyn,53,8,14,0,0,1,76
65578,Bronx,69,1,0,0,0,1,71
67397,Queens,3,0,0,0,0,0,3
67419,Queens,0,0,1,0,0,0,1
63899,Brooklyn,0,0,24,0,0,0,100
67308,Queens,0,0,0,0,3,0,7
62209,Bronx,247,45,0,0,0,0,292
67309,Queens,0,0,0,21,0,0,68
65210,Manhattan,97,0,0,0,0,0,97
67275,Brooklyn,0,0,1,0,0,0,1
67310,Bronx,0,0,0,0,3,0,10
66558,Brooklyn,0,4,0,1,0,0,5
67311,Brooklyn,0,0,4,0,0,0,20
67272,Queens,0,0,1,0,0,0,1
67312,Brooklyn,0,0,0,0,13,0,41
67401,Queens,0,1,0,0,0,0,1
65205,Bronx,52,33,0,0,0,1,86
67273,Queens,0,0,1,0,0,0,1
67368,Queens,0,0,0,2,0,0,2
67313,Bronx,0,0,0,0,3,0,10
44340,Brooklyn,0,0,0,2,0,0,2
44340,Brooklyn,0,0,0,3,0,0,3
44340,Brooklyn,0,0,0,3,0,0,3
44340,Brooklyn,0,0,0,3,0,0,3
44340,Brooklyn,0,0,0,2,0,0,2
44340,Brooklyn,0,0,0,2,0,0,2
44340,Brooklyn,0,0,0,2,0,0,2
44340,Brooklyn,0,0,0,2,0,0,2
44340,Brooklyn,0,0,0,3,0,0,3
44340,Brooklyn,0,0,0,2,0,0,2
44340,Brooklyn,0,0,0,2,0,0,2
44340,Brooklyn,0,0,0,2,0,0,2
44340,Brooklyn,0,0,0,2,0,0,2
67314,Bronx,0,0,0,0,13,0,43
67315,Manhattan,0,0,12,0,0,0,58
67316,Brooklyn,0,0,0,0,3,0,9
67403,Brooklyn,0,80,52,0,0,0,132
67403,Brooklyn,0,80,52,0,0,0,132
67403,Brooklyn,0,80,52,0,0,0,132
67403,Brooklyn,0,95,61,0,0,0,156
67403,Brooklyn,0,80,52,0,0,0,132
67403,Brooklyn,0,95,61,0,0,0,156
67403,Brooklyn,0,95,61,0,0,0,156
67403,Brooklyn,0,80,50,0,0,0,130
67403,Brooklyn,0,94,62,0,0,0,156
67403,Brooklyn,0,80,52,0,0,0,132
67403,Brooklyn,0,79,51,0,0,0,130
67403,Brooklyn,0,51,33,0,0,0,84
67403,Brooklyn,0,80,52,0,0,0,132
67403,Brooklyn,0,80,52,0,0,0,132
67403,Brooklyn,0,51,33,0,0,0,84
67403,Brooklyn,0,51,33,0,0,0,84
67403,Brooklyn,0,80,52,0,0,0,132
67403,Brooklyn,0,52,34,0,0,0,86
67403,Brooklyn,0,51,33,0,0,0,84
67403,Brooklyn,0,80,52,0,0,0,132
67403,Brooklyn,0,80,52,0,0,0,132
67403,Brooklyn,0,51,33,0,0,0,84
67403,Brooklyn,0,51,33,0,0,0,84
67403,Brooklyn,0,80,52,0,0,0,132
67403,Brooklyn,0,51,33,0,0,0,84
67403,Brooklyn,0,95,61,0,0,0,156
67403,Brooklyn,0,93,59,0,0,0,152
67403,Brooklyn,0,94,62,0,0,0,156
67403,Brooklyn,0,93,59,0,0,0,152
67403,Brooklyn,0,92,60,0,0,0,152
67403,Brooklyn,0,80,52,0,0,0,132
67403,Brooklyn,0,80,52,0,0,0,132
67403,Brooklyn,0,80,52,0,0,0,132
67403,Brooklyn,0,80,52,0,0,0,132
67403,Brooklyn,0,80,51,0,0,0,131
67403,Brooklyn,0,92,60,0,0,0,152
67403,Brooklyn,0,80,51,0,0,0,131
67403,Brooklyn,0,77,51,0,0,0,128
67403,Brooklyn,0,51,33,0,0,0,84
67403,Brooklyn,0,51,33,0,0,0,84
67403,Brooklyn,0,51,33,0,0,0,84
67403,Brooklyn,0,95,61,0,0,0,156
67403,Brooklyn,0,95,62,0,0,0,157
67403,Brooklyn,0,94,62,0,0,0,156
67403,Brooklyn,0,95,61,0,0,0,156
67403,Brooklyn,0,94,62,0,0,0,156
67424,Staten Island,0,0,9,0,0,0,9
67424,Staten Island,0,0,10,0,0,0,10
67424,Staten Island,0,0,6,0,0,0,6
67424,Staten Island,0,0,19,0,0,0,19
67424,Staten Island,0,0,8,0,0,0,8
67424,Staten Island,0,0,11,0,0,0,11
67424,Staten Island,0,0,11,0,0,0,11
63282,Brooklyn,0,0,21,0,0,0,101
67317,Queens,0,0,0,0,59,0,194
65543,Brooklyn,64,0,0,0,0,1,65
67318,Brooklyn,0,0,40,0,0,0,193
67319,Brooklyn,0,0,0,0,8,0,26
67229,Bronx,0,0,1,0,0,0,1
67320,Brooklyn,0,0,0,0,12,0,37
67321,Brooklyn,0,0,0,0,3,0,10
63800,Bronx,69,8,37,0,0,1,115
67322,Brooklyn,0,0,0,0,27,0,90
67189,Bronx,0,0,0,4,0,0,4
67323,Brooklyn,0,0,0,0,39,0,130
66947,Brooklyn,0,0,18,0,0,0,90
67228,Brooklyn,0,0,1,0,0,0,1
67324,Brooklyn,0,0,0,0,6,0,20
67423,Brooklyn,43,43,334,0,0,2,422
67325,Brooklyn,0,0,0,0,4,0,13
67291,Bronx,0,0,0,4,0,0,13
62163,Bronx,0,0,6,0,0,0,6
62208,Bronx,0,0,6,0,0,0,6
62208,Bronx,0,0,5,0,0,0,5
67226,Queens,0,0,1,0,0,0,1
67227,Queens,0,0,1,0,0,0,1
67292,Brooklyn,0,0,6,0,0,0,28
67293,Brooklyn,0,0,16,0,0,0,64
67294,Brooklyn,0,0,0,0,3,0,8
67225,Bronx,0,0,0,1,0,0,1
65453,Queens,0,0,1,0,0,0,1
65453,Queens,0,0,1,0,0,0,1
65453,Queens,0,0,1,0,0,0,1
65775,Manhattan,0,0,9,0,8,0,55
67224,Queens,0,0,1,0,0,0,1
67295,Bronx,0,0,0,0,7,0,35
65649,Brooklyn,0,0,3,0,0,0,20
65649,Brooklyn,0,0,4,0,0,0,19
67296,Bronx,0,0,15,0,0,0,72
61575,Brooklyn,17,15,34,0,0,1,67
61630,Manhattan,0,1,33,0,0,1,35
67161,Staten Island,0,0,1,0,0,0,1
67297,Brooklyn,0,0,0,0,3,0,10
67298,Brooklyn,0,0,0,0,16,0,51
67299,Brooklyn,0,0,0,2,9,0,35
67300,Bronx,0,0,0,0,5,0,16
67158,Brooklyn,0,0,1,0,0,0,1
67337,Brooklyn,0,0,0,0,7,0,24
66901,Brooklyn,0,0,0,0,0,0,126
66901,Brooklyn,0,0,25,0,75,0,140
67156,Bronx,0,0,0,1,0,0,1
67338,Brooklyn,0,0,0,0,9,0,29
67339,Manhattan,0,0,0,0,5,0,16
59464,Brooklyn,0,0,11,0,0,0,55
67152,Brooklyn,0,1,0,0,0,0,1
67146,Brooklyn,0,0,1,0,0,0,1
67145,Staten Island,0,0,1,0,0,0,1
67340,Brooklyn,0,0,0,0,35,0,116
66702,Manhattan,0,0,35,0,0,0,112
67159,Brooklyn,0,0,1,0,0,0,1
66986,Brooklyn,0,0,1,0,0,0,1
66983,Queens,0,0,1,0,0,0,1
66987,Bronx,0,0,1,0,0,0,1
66981,Staten Island,0,0,1,0,0,0,1
67342,Brooklyn,0,0,13,0,0,0,63
67343,Manhattan,0,0,0,0,21,0,104
66268,Brooklyn,0,0,34,0,21,0,182
66977,Staten Island,0,0,1,0,0,0,1
66974,Bronx,0,1,0,0,0,0,1
67345,Brooklyn,0,0,6,0,0,0,30
65774,Brooklyn,0,0,66,0,0,0,332
67346,Brooklyn,0,0,0,6,0,0,20
66889,Brooklyn,0,0,0,4,0,0,4
65541,Manhattan,0,0,137,0,0,0,138
66848,Queens,0,0,1,0,0,0,1
65357,Bronx,0,15,23,2,0,0,40
65357,Bronx,3,17,24,0,0,1,45
65357,Bronx,0,16,23,5,0,0,44
65357,Bronx,0,23,32,6,0,1,62
65357,Bronx,0,15,21,4,0,0,40
65357,Bronx,2,15,18,4,0,1,40
65357,Bronx,0,11,21,2,0,1,35
65357,Bronx,0,14,12,0,0,1,27
65357,Bronx,0,17,7,0,0,0,24
65357,Bronx,0,17,18,0,0,0,35
65357,Bronx,0,18,8,0,0,0,26
65357,Bronx,0,12,13,0,0,1,26
65357,Bronx,0,36,17,0,0,0,53
55223,Bronx,0,0,56,0,0,1,57
66846,Queens,0,0,0,1,0,0,1
67347,Bronx,0,1,1,0,0,0,8
67008,Manhattan,0,0,0,0,5,0,15
64636,Manhattan,0,0,5,0,0,0,140
67162,Staten Island,0,0,1,0,0,0,1
67349,Brooklyn,0,0,0,0,3,0,7
67006,Brooklyn,0,0,8,0,0,0,39
67350,Manhattan,0,0,16,0,34,0,160
48768,Bronx,4,121,6,0,0,1,132
67351,Brooklyn,0,0,0,0,5,0,16
67009,Brooklyn,0,0,0,0,3,0,8
67013,Manhattan,0,0,36,13,0,1,50
67013,Manhattan,0,0,38,12,0,0,50
66717,Brooklyn,0,0,0,3,0,0,3
62289,Brooklyn,50,4,16,0,0,1,71
63939,Manhattan,108,19,6,0,1,1,135
63941,Manhattan,160,13,3,6,0,1,183
67056,Staten Island,0,0,1,0,0,0,1
64756,Bronx,0,4,3,0,0,0,7
64756,Bronx,0,5,1,0,0,1,7
64756,Bronx,0,3,4,0,0,0,7
66765,Bronx,0,0,1,0,0,0,1
63014,Bronx,0,12,18,0,0,1,31
66763,Brooklyn,0,0,1,0,0,0,1
66758,Brooklyn,0,0,1,0,0,0,1
66754,Bronx,0,0,1,0,0,0,1
67011,Bronx,0,0,0,0,5,0,15
67010,Manhattan,0,0,0,0,4,0,13
66753,Staten Island,0,0,1,0,0,0,1
67352,Manhattan,0,0,0,0,10,0,32
66689,Brooklyn,0,0,0,3,0,0,3
67007,Brooklyn,0,0,6,0,0,0,29
67012,Brooklyn,0,0,9,0,0,0,44
67353,Manhattan,0,0,5,0,0,0,23
61388,Manhattan,0,10,43,33,35,0,263
51302,Bronx,56,58,99,67,0,1,281
51302,Bronx,43,44,73,54,0,1,215
54360,Brooklyn,3,1,4,0,0,0,8
54360,Brooklyn,0,0,8,0,0,0,8
54360,Brooklyn,3,2,3,0,0,0,8
54360,Brooklyn,3,2,3,0,0,0,8
54360,Brooklyn,0,0,8,0,0,0,8
54360,Brooklyn,2,3,3,0,0,0,8
54360,Brooklyn,2,3,3,0,0,0,8
54360,Brooklyn,0,0,8,0,0,0,8
54360,Brooklyn,2,2,4,0,0,0,8
54360,Brooklyn,3,2,3,0,0,0,8
54360,Brooklyn,3,2,3,0,0,0,8
54360,Brooklyn,0,0,7,0,0,1,8
54360,Brooklyn,1,3,4,0,0,0,8
54360,Brooklyn,2,4,2,0,0,0,8
54360,Brooklyn,0,0,8,0,0,0,8
54360,Brooklyn,2,2,4,0,0,0,8
54360,Brooklyn,2,2,4,0,0,0,8
54360,Brooklyn,0,0,8,0,0,0,8
54360,Brooklyn,2,2,4,0,0,0,8
54360,Brooklyn,2,2,4,0,0,0,8
58936,Bronx,120,0,94,0,0,1,215
61357,Bronx,35,52,87,0,0,1,175
62962,Bronx,19,38,112,19,0,1,189
63913,Brooklyn,0,19,28,0,46,1,94
64297,Brooklyn,0,0,20,0,0,0,96
65213,Bronx,74,74,217,0,0,1,366
65389,Brooklyn,30,16,2,3,0,1,52
65825,Brooklyn,0,0,12,0,8,0,64
58661,Brooklyn,0,0,9,5,0,0,14
61186,Bronx,88,0,0,0,0,1,89
65573,Brooklyn,0,0,16,0,25,0,136
59417,Brooklyn,0,0,7,0,0,0,34
61849,Bronx,0,0,454,2,0,0,456
61849,Bronx,0,0,407,7,0,1,415
61571,Manhattan,0,9,9,0,5,0,88
61628,Bronx,43,1,0,0,0,1,45
66457,Staten Island,0,0,1,0,0,0,1
66459,Queens,0,0,1,0,0,0,1
66460,Bronx,0,0,1,0,0,0,1
59429,Manhattan,0,0,11,0,0,0,130
63775,Queens,26,25,75,0,0,1,127
65364,Manhattan,0,0,0,10,0,0,10
65364,Manhattan,0,0,0,24,0,1,25
66455,Bronx,0,0,0,1,0,0,1
60425,Brooklyn,15,8,33,0,0,1,57
66446,Staten Island,0,0,0,1,0,0,1
61639,Bronx,4,15,1,0,0,0,20
61639,Bronx,2,20,2,0,0,0,24
61639,Bronx,7,32,3,0,0,0,42
61639,Bronx,4,15,1,0,0,1,21
66438,Staten Island,0,0,0,1,0,0,1
66341,Queens,0,0,1,0,0,0,1
66338,Bronx,0,0,1,0,0,0,1
66339,Staten Island,0,0,1,0,0,0,1
66340,Brooklyn,0,0,0,1,0,0,1
66588,Queens,0,206,24,0,0,0,230
66588,Queens,0,206,24,0,0,0,230
66588,Queens,0,206,24,0,0,0,230
66588,Queens,0,206,24,0,0,0,230
66588,Queens,0,205,24,0,0,0,229
66336,Brooklyn,0,0,0,1,0,0,1
66337,Staten Island,0,0,1,0,0,0,1
64399,Bronx,10,76,70,0,0,1,157
64399,Bronx,11,76,69,0,0,1,157
65361,Queens,7,0,454,454,1,1,917
62203,Brooklyn,43,0,28,0,0,1,72
66333,Bronx,0,0,0,1,0,0,1
66332,Bronx,0,0,0,1,0,0,1
66331,Manhattan,0,0,1,0,0,0,1
61740,Bronx,83,0,0,0,0,1,84
66330,Queens,0,0,1,0,0,0,1
64510,Brooklyn,0,0,4,0,12,0,52
66325,Queens,0,0,1,0,0,0,1
58972,Bronx,230,38,14,0,0,1,283
65246,Brooklyn,0,0,4,0,3,0,22
65856,Manhattan,0,24,55,0,0,1,80
66323,Queens,0,0,1,0,0,0,1
66324,Bronx,0,0,0,1,0,0,1
65831,Brooklyn,0,86,0,0,0,1,87
66107,Brooklyn,0,0,0,3,0,0,3
63289,Brooklyn,199,0,0,0,0,1,200
63345,Brooklyn,15,15,113,0,0,1,144
54838,Brooklyn,0,0,0,3,0,0,3
54838,Queens,0,0,0,1,0,0,1
54838,Queens,0,0,1,0,0,0,1
54838,Queens,0,0,1,0,0,0,1
54838,Queens,0,0,1,0,0,0,1
54838,Queens,0,0,1,0,0,0,1
54838,Queens,0,0,1,0,0,0,1
54838,Queens,0,0,1,0,0,0,1
54838,Queens,0,0,1,0,0,0,1
54838,Queens,0,0,1,0,0,0,1
54838,Queens,0,0,1,0,0,0,1
54838,Queens,0,0,1,0,0,0,1
54838,Queens,0,0,1,0,0,0,1
54838,Queens,0,0,1,0,0,0,1
54838,Queens,0,0,1,0,0,0,1
54838,Queens,0,0,1,0,0,0,1
54838,Queens,0,0,1,0,0,0,1
54838,Queens,0,0,0,1,0,0,1
54838,Queens,0,0,1,0,0,0,1
54838,Queens,0,0,1,0,0,0,1
54838,Queens,0,0,1,0,0,0,1
54838,Queens,0,0,1,0,0,0,1
54838,Queens,0,0,1,0,0,0,1
54838,Queens,0,0,0,1,0,0,1
60426,Queens,3,0,0,0,0,0,3
60426,Queens,6,0,0,0,0,1,7
60426,Queens,7,0,0,0,0,0,7
60426,Queens,3,0,0,0,0,0,3
60426,Queens,3,0,0,0,0,0,3
60426,Queens,7,0,0,0,0,0,7
60426,Queens,3,0,0,0,0,0,3
60426,Queens,3,0,0,0,0,0,3
60426,Queens,3,0,0,0,0,0,3
60426,Queens,3,0,0,0,0,0,3
60426,Queens,3,0,0,0,0,0,3
60426,Queens,3,0,0,0,0,0,3
60426,Queens,3,0,0,0,0,0,3
60426,Queens,7,0,0,0,0,0,7
60426,Queens,7,0,0,0,0,0,7
60426,Queens,7,0,0,0,0,0,7
60426,Queens,7,0,0,0,0,0,7
60426,Queens,7,0,0,0,0,0,7
60426,Queens,3,0,0,0,0,0,3
60426,Queens,3,0,0,0,0,0,3
60426,Queens,3,0,0,0,0,0,3
60426,Queens,3,0,0,0,0,0,3
60426,Queens,3,0,0,0,0,0,3
60426,Queens,7,0,0,0,0,0,7
60426,Queens,7,0,0,0,0,0,7
60426,Queens,7,0,0,0,0,0,7
60426,Queens,7,0,0,0,0,0,7
61728,Manhattan,28,34,30,0,0,1,93
63332,Bronx,0,9,37,0,0,1,47
63342,Bronx,2,5,4,0,0,0,11
63342,Bronx,0,3,16,1,0,1,21
63342,Bronx,1,8,13,0,0,0,22
63343,Bronx,2,11,40,0,0,1,54
63344,Bronx,0,4,39,1,0,1,45
63344,Bronx,0,6,38,0,0,1,45
63344,Bronx,3,9,36,0,0,1,49
63344,Bronx,4,12,37,0,0,1,54
63344,Bronx,3,11,48,0,0,1,63
63344,Bronx,7,25,44,0,0,1,77
63344,Bronx,0,4,12,0,0,1,17
63790,Bronx,0,2,24,0,0,1,27
63790,Bronx,0,8,40,0,0,1,49
63790,Bronx,1,16,44,0,0,1,62
63790,Bronx,0,2,15,0,0,0,17
63790,Bronx,0,4,12,0,0,1,17
63790,Bronx,1,5,20,0,0,1,27
63790,Bronx,0,7,10,0,0,0,17
63791,Bronx,0,4,46,0,0,1,51
63791,Bronx,0,3,5,0,0,0,8
63791,Bronx,2,3,3,0,0,0,8
63791,Bronx,1,2,6,0,0,1,10
63791,Bronx,0,2,12,0,0,0,14
63793,Bronx,3,2,16,0,0,1,22
63793,Bronx,3,3,16,0,0,0,22
63793,Bronx,4,2,10,0,0,1,17
63793,Bronx,1,6,10,0,0,0,17
63793,Bronx,11,11,47,0,0,1,70
63793,Bronx,5,9,33,0,0,1,48
63793,Bronx,3,2,27,0,0,1,33
63793,Bronx,1,8,16,0,0,1,26
63793,Bronx,1,8,37,0,0,1,47
63793,Bronx,8,11,27,0,0,1,47
63793,Bronx,7,13,34,0,0,1,55
63793,Bronx,2,10,25,0,0,1,38
63794,Bronx,0,11,10,0,0,0,21
63794,Bronx,1,8,11,0,0,1,21
63794,Bronx,1,11,90,0,0,1,103
63795,Bronx,1,6,51,0,0,1,59
65506,Manhattan,0,17,20,0,9,0,164
66037,Bronx,0,0,0,1,0,0,1
66038,Bronx,0,0,1,0,0,0,1
66586,Manhattan,0,90,30,0,0,0,120
66586,Manhattan,0,76,38,0,0,0,114
63808,Manhattan,14,76,29,0,0,1,120
66025,Staten Island,0,1,0,0,0,0,1
66033,Staten Island,0,0,0,1,0,0,1
66032,Queens,0,1,0,0,0,0,1
66035,Queens,0,0,0,1,0,0,1
48608,Manhattan,0,2,8,0,0,0,10
48608,Manhattan,0,4,18,0,0,1,23
48608,Manhattan,0,8,47,0,0,1,56
48608,Manhattan,0,3,15,0,0,1,19
48608,Manhattan,0,0,4,0,0,0,4
48608,Manhattan,0,0,9,0,0,0,9
48608,Manhattan,0,0,4,0,0,0,4
63888,Brooklyn,0,0,1,70,5,0,76
67328,Staten Island,0,0,0,1,0,0,1
66142,Brooklyn,0,2,0,0,0,0,2
66422,Brooklyn,0,0,17,0,0,0,81
66022,Staten Island,0,0,1,0,0,0,1
66024,Staten Island,0,0,0,1,0,0,1
63937,Manhattan,110,17,16,6,1,1,151
64157,Manhattan,0,0,88,0,0,1,89
66021,Bronx,0,0,1,0,0,0,1
61593,Bronx,94,3,0,0,0,1,98
66058,Manhattan,0,0,0,59,0,0,1175
62211,Bronx,0,4,28,4,0,1,37
62211,Bronx,4,6,36,5,0,1,52
62211,Bronx,4,4,35,5,0,1,49
65829,Queens,0,0,0,1,0,0,1
65723,Brooklyn,0,0,0,3,0,0,3
65821,Queens,0,0,0,1,0,0,1
65830,Bronx,0,0,1,0,0,0,1
65828,Staten Island,0,0,0,1,0,0,1
65711,Bronx,0,3,0,0,0,0,3
66054,Manhattan,0,0,5,0,0,0,20
66060,Manhattan,0,0,0,0,37,0,729
65827,Queens,0,0,1,0,0,0,1
65820,Staten Island,0,0,1,0,0,0,1
66055,Brooklyn,0,0,33,0,0,0,165
60435,Brooklyn,10,0,0,0,0,0,10
60435,Brooklyn,11,0,0,0,0,0,11
65822,Bronx,0,0,1,0,0,0,1
66059,Brooklyn,0,0,9,0,0,0,42
65620,Bronx,0,0,0,1,0,0,1
65624,Bronx,0,0,1,0,0,0,1
65630,Queens,0,0,1,0,0,0,1
65610,Staten Island,0,0,0,1,0,0,1
65812,Bronx,0,0,1,0,0,0,1
65611,Queens,0,0,0,1,0,0,1
65619,Queens,0,0,0,1,0,0,1
65617,Queens,0,0,0,1,0,0,1
65618,Queens,0,0,0,1,0,0,1
64892,Manhattan,0,6,14,0,0,1,21
64892,Manhattan,0,6,13,0,0,1,20
65596,Staten Island,0,0,1,0,0,0,1
65615,Queens,0,0,1,0,0,0,1
65485,Brooklyn,0,3,0,0,0,0,3
62204,Brooklyn,0,2,4,0,0,0,6
65608,Queens,0,0,1,0,0,0,1
65454,Manhattan,0,0,0,1,0,0,1
65457,Bronx,0,1,0,0,0,0,1
61903,Bronx,0,8,16,0,0,1,25
65443,Brooklyn,0,0,1,0,0,0,1
65456,Bronx,0,0,0,1,0,0,1
65441,Staten Island,0,0,1,0,0,0,1
65444,Queens,0,0,1,0,0,0,1
65386,Brooklyn,0,0,0,3,0,0,3
65455,Bronx,0,0,1,0,0,0,1
66056,Manhattan,0,0,2,0,0,0,8
65439,Brooklyn,0,0,1,0,0,0,1
66057,Brooklyn,0,0,2,0,0,0,8
66053,Brooklyn,0,0,2,0,0,0,10
59976,Bronx,0,170,0,0,0,1,171
54954,Manhattan,15,8,45,6,0,1,75
58860,Brooklyn,1,6,8,0,0,1,16
58860,Brooklyn,7,5,4,0,0,0,16
58860,Brooklyn,3,3,2,0,0,0,8
58860,Brooklyn,1,7,2,0,0,0,10
58860,Brooklyn,0,6,5,1,0,0,12
58860,Brooklyn,0,3,2,0,0,0,5
58860,Brooklyn,0,4,4,0,0,0,8
58860,Brooklyn,0,3,0,0,0,0,3
58860,Brooklyn,1,3,1,0,0,1,6
58860,Brooklyn,1,1,6,0,0,0,8
58860,Brooklyn,0,10,2,0,0,0,12
58860,Brooklyn,2,27,5,1,0,1,36
58860,Brooklyn,0,10,1,0,0,0,11
58860,Brooklyn,2,8,1,0,0,0,11
58860,Brooklyn,0,4,0,0,0,0,4
58860,Brooklyn,0,5,3,0,0,0,8
58860,Brooklyn,0,0,3,0,0,0,3
58860,Brooklyn,2,5,0,0,0,0,7
58860,Brooklyn,7,65,27,0,0,1,100
58860,Brooklyn,0,8,0,0,0,0,8
58860,Brooklyn,0,2,0,0,0,0,2
58860,Brooklyn,0,3,0,0,0,0,3
58860,Brooklyn,0,0,6,0,0,0,6
58860,Brooklyn,1,7,7,0,0,1,16
58860,Brooklyn,2,1,0,0,0,0,3
58860,Brooklyn,1,2,3,0,0,0,6
58860,Brooklyn,6,12,6,0,0,1,25
58860,Brooklyn,2,3,2,0,0,0,7
58860,Brooklyn,1,2,4,0,0,0,7
58860,Brooklyn,0,4,0,0,0,0,4
58860,Brooklyn,10,10,7,1,0,1,29
58860,Brooklyn,2,2,4,0,0,0,8
58860,Brooklyn,0,12,0,0,0,0,12
58860,Brooklyn,2,14,1,0,0,1,18
58860,Brooklyn,1,5,0,0,0,0,6
58860,Brooklyn,2,8,3,0,0,0,13
58860,Brooklyn,3,4,8,0,0,1,16
58860,Brooklyn,0,3,0,0,0,0,3
58860,Brooklyn,0,3,0,0,0,0,3
58860,Brooklyn,2,1,1,0,0,0,4
58860,Brooklyn,1,0,2,0,0,0,3
58860,Brooklyn,0,11,19,4,0,1,35
58860,Brooklyn,1,14,13,1,0,0,29
63221,Bronx,75,81,2,0,0,1,159
63760,Manhattan,0,9,29,0,0,1,39
65051,Bronx,0,0,0,2,0,0,2
